attribute_filterable,attribute_repeated,attribute_selectable,attribute_sortable,attribute_field_description,attribute_category,attribute_data_type,attribute_name,attribute_type_url
True,False,False,False,Immutable. The customer to which this asset set is linked.,ATTRIBUTE,RESOURCE_NAME,customer_asset_set.customer,N/A
True,False,True,False,Immutable. The resource name of the customer asset set. Asset set asset resource names have the form: customers/{customer_id}/customerAssetSets/{asset_set_id},ATTRIBUTE,RESOURCE_NAME,customer_asset_set.resource_name,N/A
True,False,True,True,Output only. The status of the customer asset set asset. Read-only.,ATTRIBUTE,ENUM,customer_asset_set.status,google.ads.googleads.v15.enums.AssetSetLinkStatusEnum.AssetSetLinkStatus
True,True,True,False,Output only. The resource names of the labels owned by the requesting customer that are applied to the client customer. Label resource names have the form: customers/{customer_id}/labels/{label_id},ATTRIBUTE,RESOURCE_NAME,customer_client.applied_labels,N/A
True,False,True,True,Output only. The resource name of the client-customer which is linked to the given customer. Read only.,ATTRIBUTE,RESOURCE_NAME,customer_client.client_customer,N/A
True,False,True,True,"Output only. Currency code (for example, 'USD', 'EUR') for the client. Read only.",ATTRIBUTE,STRING,customer_client.currency_code,N/A
True,False,True,True,Output only. Descriptive name for the client. Read only.,ATTRIBUTE,STRING,customer_client.descriptive_name,N/A
True,False,True,True,Output only. Specifies whether this is a hidden account. Read only.,ATTRIBUTE,BOOLEAN,customer_client.hidden,N/A
True,False,True,True,Output only. The ID of the client customer. Read only.,ATTRIBUTE,INT64,customer_client.id,N/A
True,False,True,True,"Output only. Distance between given customer and client. For self link, the level value will be 0. Read only.",ATTRIBUTE,INT64,customer_client.level,N/A
True,False,True,True,Output only. Identifies if the client is a manager. Read only.,ATTRIBUTE,BOOLEAN,customer_client.manager,N/A
True,False,True,False,Output only. The resource name of the customer client. CustomerClient resource names have the form: customers/{customer_id}/customerClients/{client_customer_id},ATTRIBUTE,RESOURCE_NAME,customer_client.resource_name,N/A
True,False,True,True,Output only. The status of the client customer. Read only.,ATTRIBUTE,ENUM,customer_client.status,google.ads.googleads.v15.enums.CustomerStatusEnum.CustomerStatus
True,False,True,True,Output only. Identifies if the client is a test account. Read only.,ATTRIBUTE,BOOLEAN,customer_client.test_account,N/A
True,False,True,True,"Output only. Common Locale Data Repository (CLDR) string representation of the time zone of the client, for example, America/Los_Angeles. Read only.",ATTRIBUTE,STRING,customer_client.time_zone,N/A
True,False,True,True,Description of this custom audience.,ATTRIBUTE,STRING,custom_audience.description,N/A
True,False,True,True,Output only. ID of the custom audience.,ATTRIBUTE,INT64,custom_audience.id,N/A
False,True,True,False,"List of custom audience members that this custom audience is composed of. Members can be added during CustomAudience creation. If members are presented in UPDATE operation, existing members will be overridden.",ATTRIBUTE,MESSAGE,custom_audience.members,google.ads.googleads.v15.resources.CustomAudienceMember
True,False,True,True,Name of the custom audience. It should be unique for all custom audiences created by a customer. This field is required for creating operations.,ATTRIBUTE,STRING,custom_audience.name,N/A
True,False,True,False,Immutable. The resource name of the custom audience. Custom audience resource names have the form: customers/{customer_id}/customAudiences/{custom_audience_id},ATTRIBUTE,RESOURCE_NAME,custom_audience.resource_name,N/A
True,False,True,True,Output only. Status of this custom audience. Indicates whether the custom audience is enabled or removed.,ATTRIBUTE,ENUM,custom_audience.status,google.ads.googleads.v15.enums.CustomAudienceStatusEnum.CustomAudienceStatus
True,False,True,True,"Type of the custom audience. (""INTEREST"" OR ""PURCHASE_INTENT"" is not allowed for newly created custom audience but kept for existing audiences)",ATTRIBUTE,ENUM,custom_audience.type,google.ads.googleads.v15.enums.CustomAudienceTypeEnum.CustomAudienceType
True,False,True,True,Specifies applied operation.,ATTRIBUTE,ENUM,conversion_value_rule.action.operation,google.ads.googleads.v15.enums.ValueRuleOperationEnum.ValueRuleOperation
True,False,True,True,Specifies applied value.,ATTRIBUTE,DOUBLE,conversion_value_rule.action.value,N/A
True,True,True,False,User Interests.,ATTRIBUTE,RESOURCE_NAME,conversion_value_rule.audience_condition.user_interests,N/A
True,True,True,False,User Lists. The Similar Audiences sunset starts May 2023. Refer to https://ads-developers.googleblog.com/2022/11/announcing-deprecation-and-sunset-of.html for other options.,ATTRIBUTE,RESOURCE_NAME,conversion_value_rule.audience_condition.user_lists,N/A
True,True,True,False,Value for device type condition.,ATTRIBUTE,ENUM,conversion_value_rule.device_condition.device_types,google.ads.googleads.v15.enums.ValueRuleDeviceTypeEnum.ValueRuleDeviceType
True,False,True,True,Excluded Geo location match type.,ATTRIBUTE,ENUM,conversion_value_rule.geo_location_condition.excluded_geo_match_type,google.ads.googleads.v15.enums.ValueRuleGeoLocationMatchTypeEnum.ValueRuleGeoLocationMatchType
True,True,True,False,Geo locations that advertisers want to exclude.,ATTRIBUTE,RESOURCE_NAME,conversion_value_rule.geo_location_condition.excluded_geo_target_constants,N/A
True,False,True,True,Included Geo location match type.,ATTRIBUTE,ENUM,conversion_value_rule.geo_location_condition.geo_match_type,google.ads.googleads.v15.enums.ValueRuleGeoLocationMatchTypeEnum.ValueRuleGeoLocationMatchType
True,True,True,False,Geo locations that advertisers want to include.,ATTRIBUTE,RESOURCE_NAME,conversion_value_rule.geo_location_condition.geo_target_constants,N/A
True,False,True,True,Output only. The ID of the conversion value rule.,ATTRIBUTE,INT64,conversion_value_rule.id,N/A
True,False,True,True,"Output only. The resource name of the conversion value rule's owner customer. When the value rule is inherited from a manager customer, owner_customer will be the resource name of the manager whereas the customer in the resource_name will be of the requesting serving customer. ** Read-only **",ATTRIBUTE,RESOURCE_NAME,conversion_value_rule.owner_customer,N/A
True,False,True,False,Immutable. The resource name of the conversion value rule. Conversion value rule resource names have the form: customers/{customer_id}/conversionValueRules/{conversion_value_rule_id},ATTRIBUTE,RESOURCE_NAME,conversion_value_rule.resource_name,N/A
True,False,True,True,The status of the conversion value rule.,ATTRIBUTE,ENUM,conversion_value_rule.status,google.ads.googleads.v15.enums.ConversionValueRuleStatusEnum.ConversionValueRuleStatus
True,False,True,True,Output only. The billable unit for this currency. Billed amounts should be multiples of this value.,ATTRIBUTE,INT64,currency_constant.billable_unit_micros,N/A
True,False,True,True,"Output only. ISO 4217 three-letter currency code, for example, ""USD""",ATTRIBUTE,STRING,currency_constant.code,N/A
True,False,True,True,Output only. Full English name of the currency.,ATTRIBUTE,STRING,currency_constant.name,N/A
True,False,True,False,Output only. The resource name of the currency constant. Currency constant resource names have the form: currencyConstants/{code},ATTRIBUTE,RESOURCE_NAME,currency_constant.resource_name,N/A
True,False,True,True,"Output only. Standard symbol for describing this currency, for example, '$' for US Dollars.",ATTRIBUTE,STRING,currency_constant.symbol,N/A
True,False,True,False,Immutable. Defines the scope where the conversion value rule set is attached.,ATTRIBUTE,ENUM,conversion_value_rule_set.attachment_type,google.ads.googleads.v15.enums.ValueRuleSetAttachmentTypeEnum.ValueRuleSetAttachmentType
True,False,True,True,The resource name of the campaign when the conversion value rule set is attached to a campaign.,ATTRIBUTE,RESOURCE_NAME,conversion_value_rule_set.campaign,N/A
False,True,True,False,Immutable. The conversion action categories of the conversion value rule set.,ATTRIBUTE,ENUM,conversion_value_rule_set.conversion_action_categories,google.ads.googleads.v15.enums.ConversionActionCategoryEnum.ConversionActionCategory
True,True,True,False,Resource names of rules within the rule set.,ATTRIBUTE,RESOURCE_NAME,conversion_value_rule_set.conversion_value_rules,N/A
True,True,True,False,"Defines dimensions for Value Rule conditions. The condition types of value rules within this value rule set must be of these dimensions. The first entry in this list is the primary dimension of the included value rules. When using value rule primary dimension segmentation, conversion values will be segmented into the values adjusted by value rules and the original values, if some value rules apply.",ATTRIBUTE,ENUM,conversion_value_rule_set.dimensions,google.ads.googleads.v15.enums.ValueRuleSetDimensionEnum.ValueRuleSetDimension
True,False,True,True,Output only. The ID of the conversion value rule set.,ATTRIBUTE,INT64,conversion_value_rule_set.id,N/A
True,False,True,True,"Output only. The resource name of the conversion value rule set's owner customer. When the value rule set is inherited from a manager customer, owner_customer will be the resource name of the manager whereas the customer in the resource_name will be of the requesting serving customer. ** Read-only **",ATTRIBUTE,RESOURCE_NAME,conversion_value_rule_set.owner_customer,N/A
True,False,True,False,Immutable. The resource name of the conversion value rule set. Conversion value rule set resource names have the form: customers/{customer_id}/conversionValueRuleSets/{conversion_value_rule_set_id},ATTRIBUTE,RESOURCE_NAME,conversion_value_rule_set.resource_name,N/A
True,False,True,False,Output only. The status of the conversion value rule set. ** Read-only **,ATTRIBUTE,ENUM,conversion_value_rule_set.status,google.ads.googleads.v15.enums.ConversionValueRuleSetStatusEnum.ConversionValueRuleSetStatus
True,False,True,False,Immutable. The campaign with which this conversion goal campaign config is associated.,ATTRIBUTE,RESOURCE_NAME,conversion_goal_campaign_config.campaign,N/A
True,False,True,False,The custom conversion goal the campaign is using for optimization.,ATTRIBUTE,RESOURCE_NAME,conversion_goal_campaign_config.custom_conversion_goal,N/A
True,False,True,True,The level of goal config the campaign is using.,ATTRIBUTE,ENUM,conversion_goal_campaign_config.goal_config_level,google.ads.googleads.v15.enums.GoalConfigLevelEnum.GoalConfigLevel
True,False,True,False,Immutable. The resource name of the conversion goal campaign config. Conversion goal campaign config resource names have the form: customers/{customer_id}/conversionGoalCampaignConfigs/{campaign_id},ATTRIBUTE,RESOURCE_NAME,conversion_goal_campaign_config.resource_name,N/A
True,True,True,False,Conversion actions that the custom conversion goal makes biddable.,ATTRIBUTE,RESOURCE_NAME,custom_conversion_goal.conversion_actions,N/A
True,False,True,True,Immutable. The ID for this custom conversion goal.,ATTRIBUTE,INT64,custom_conversion_goal.id,N/A
True,False,True,True,The name for this custom conversion goal.,ATTRIBUTE,STRING,custom_conversion_goal.name,N/A
True,False,True,False,Immutable. The resource name of the custom conversion goal. Custom conversion goal resource names have the form: customers/{customer_id}/customConversionGoals/{goal_id},ATTRIBUTE,RESOURCE_NAME,custom_conversion_goal.resource_name,N/A
True,False,True,True,The status of the custom conversion goal.,ATTRIBUTE,ENUM,custom_conversion_goal.status,google.ads.googleads.v15.enums.CustomConversionGoalStatusEnum.CustomConversionGoalStatus
True,False,True,True,Output only. The ID of the conversion custom variable.,ATTRIBUTE,INT64,conversion_custom_variable.id,N/A
True,False,True,True,Required. The name of the conversion custom variable. Name should be unique. The maximum length of name is 100 characters. There should not be any extra spaces before and after.,ATTRIBUTE,STRING,conversion_custom_variable.name,N/A
True,False,True,True,Output only. The resource name of the customer that owns the conversion custom variable.,ATTRIBUTE,RESOURCE_NAME,conversion_custom_variable.owner_customer,N/A
True,False,True,False,Immutable. The resource name of the conversion custom variable. Conversion custom variable resource names have the form: customers/{customer_id}/conversionCustomVariables/{conversion_custom_variable_id},ATTRIBUTE,RESOURCE_NAME,conversion_custom_variable.resource_name,N/A
True,False,True,True,The status of the conversion custom variable for conversion event accrual.,ATTRIBUTE,ENUM,conversion_custom_variable.status,google.ads.googleads.v15.enums.ConversionCustomVariableStatusEnum.ConversionCustomVariableStatus
True,False,True,True,"Required. Immutable. The tag of the conversion custom variable. It is used in the event snippet and sent to Google Ads along with conversion pings. For conversion uploads in Google Ads API, the resource name of the conversion custom variable is used. Tag should be unique. The maximum size of tag is 100 bytes. There should not be any extra spaces before and after. Currently only lowercase letters, numbers and underscores are allowed in the tag.",ATTRIBUTE,STRING,conversion_custom_variable.tag,N/A
True,False,True,True,Output only. Description of this combined audience.,ATTRIBUTE,STRING,combined_audience.description,N/A
True,False,True,True,Output only. ID of the combined audience.,ATTRIBUTE,INT64,combined_audience.id,N/A
True,False,True,True,Output only. Name of the combined audience. It should be unique across all combined audiences.,ATTRIBUTE,STRING,combined_audience.name,N/A
True,False,True,False,Immutable. The resource name of the combined audience. Combined audience names have the form: customers/{customer_id}/combinedAudience/{combined_audience_id},ATTRIBUTE,RESOURCE_NAME,combined_audience.resource_name,N/A
True,False,True,True,Output only. Status of this combined audience. Indicates whether the combined audience is enabled or removed.,ATTRIBUTE,ENUM,combined_audience.status,google.ads.googleads.v15.enums.CombinedAudienceStatusEnum.CombinedAudienceStatus
True,False,True,False,Output only. The AdGroup affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.ad_group,N/A
True,False,True,False,Output only. The AdGroup affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_event.ad_group,N/A
True,False,True,False,Output only. The AdGroupAd affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.ad_group_ad,N/A
True,False,True,False,Output only. The AdGroupAsset affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.ad_group_asset,N/A
True,False,True,False,Output only. The Asset affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_event.asset,N/A
True,False,True,False,Output only. The Campaign affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_event.campaign,N/A
True,False,True,True,Output only. Time at which the change was committed on this resource.,ATTRIBUTE,DATE,change_event.change_date_time,N/A
True,False,True,False,Output only. The AdGroupBidModifier affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.ad_group_bid_modifier,N/A
True,False,True,False,Output only. The AdGroupCriterion affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.ad_group_criterion,N/A
True,False,True,False,Output only. The AdGroupFeed affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.ad_group_feed,N/A
False,False,True,False,Output only. The Simply resource this change occurred on.,ATTRIBUTE,STRING,change_event.change_resource_name,N/A
True,False,True,True,Output only. The type of the changed resource. This dictates what resource will be set in old_resource and new_resource.,ATTRIBUTE,ENUM,change_event.change_resource_type,google.ads.googleads.v15.enums.ChangeEventResourceTypeEnum.ChangeEventResourceType
False,False,True,False,Output only. A list of fields that are changed in the returned resource.,ATTRIBUTE,MESSAGE,change_event.changed_fields,google.protobuf.FieldMask
True,False,True,False,Output only. The Asset affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.asset,N/A
True,False,True,False,Output only. The Campaign affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.campaign,N/A
True,False,True,False,Output only. The CampaignAsset affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.campaign_asset,N/A
True,False,True,False,Output only. Where the change was made through.,ATTRIBUTE,ENUM,change_event.client_type,google.ads.googleads.v15.enums.ChangeClientTypeEnum.ChangeClientType
True,False,True,False,Output only. The Feed affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_event.feed,N/A
True,False,True,False,Output only. The FeedItem affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_event.feed_item,N/A
True,False,True,False,Output only. The CampaignCriterion affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.campaign_criterion,N/A
True,False,True,False,Output only. The CampaignFeed affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.campaign_feed,N/A
True,False,True,False,Output only. The CampaignSharedSet affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.campaign_shared_set,N/A
False,False,True,False,Output only. The new resource after the change. Only changed fields will be populated.,ATTRIBUTE,MESSAGE,change_event.new_resource,google.ads.googleads.v15.resources.ChangeEvent.ChangedResource
False,False,True,False,Output only. The old resource before the change. Only changed fields will be populated.,ATTRIBUTE,MESSAGE,change_event.old_resource,google.ads.googleads.v15.resources.ChangeEvent.ChangedResource
True,False,True,True,Output only. The operation on the changed resource.,ATTRIBUTE,ENUM,change_event.resource_change_operation,google.ads.googleads.v15.enums.ResourceChangeOperationEnum.ResourceChangeOperation
True,False,True,False,Output only. The CombinedAudience affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.combined_audience,N/A
True,False,True,False,Output only. The CustomerAsset affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.customer_asset,N/A
True,False,True,False,Output only. The Feed affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.feed,N/A
True,False,True,False,Output only. The FeedItem affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.feed_item,N/A
True,False,True,True,Output only. Time at which the most recent change has occurred on this resource.,ATTRIBUTE,DATE,change_status.last_change_date_time,N/A
True,False,True,False,Output only. The resource name of the change event. Change event resource names have the form: customers/{customer_id}/changeEvents/{timestamp_micros}~{command_index}~{mutate_index},ATTRIBUTE,RESOURCE_NAME,change_event.resource_name,N/A
True,False,True,True,Output only. The email of the user who made this change.,ATTRIBUTE,STRING,change_event.user_email,N/A
True,False,True,True,Output only. The resource name of the customer to which the label is attached. Read only.,ATTRIBUTE,RESOURCE_NAME,customer_label.customer,N/A
True,False,True,False,Output only. The resource name of the change status. Change status resource names have the form: customers/{customer_id}/changeStatus/{change_status_id},ATTRIBUTE,RESOURCE_NAME,change_status.resource_name,N/A
True,False,True,True,Output only. Represents the status of the changed resource.,ATTRIBUTE,ENUM,change_status.resource_status,google.ads.googleads.v15.enums.ChangeStatusOperationEnum.ChangeStatusOperation
True,False,True,True,"Output only. Represents the type of the changed resource. This dictates what fields will be set. For example, for AD_GROUP, campaign and ad_group fields will be set.",ATTRIBUTE,ENUM,change_status.resource_type,google.ads.googleads.v15.enums.ChangeStatusResourceTypeEnum.ChangeStatusResourceType
True,False,True,False,Output only. The resource name of the label assigned to the customer. Note: the Customer ID portion of the label resource name is not validated when creating a new CustomerLabel.,ATTRIBUTE,RESOURCE_NAME,customer_label.label,N/A
True,False,True,False,Immutable. Name of the resource. Customer label resource names have the form: customers/{customer_id}/customerLabels/{label_id},ATTRIBUTE,RESOURCE_NAME,customer_label.resource_name,N/A
True,False,True,False,Output only. The SharedSet affected by this change.,ATTRIBUTE,RESOURCE_NAME,change_status.shared_set,N/A
True,False,True,False,Immutable. The campaign to which the campaign shared set belongs.,ATTRIBUTE,RESOURCE_NAME,campaign_shared_set.campaign,N/A
True,False,True,False,Immutable. The resource name of the campaign shared set. Campaign shared set resource names have the form: customers/{customer_id}/campaignSharedSets/{campaign_id}~{shared_set_id},ATTRIBUTE,RESOURCE_NAME,campaign_shared_set.resource_name,N/A
True,False,True,False,"Immutable. The shared set associated with the campaign. This may be a negative keyword shared set of another customer. This customer should be a manager of the other customer, otherwise the campaign shared set will exist but have no serving effect. Only negative keyword shared sets can be associated with Shopping campaigns. Only negative placement shared sets can be associated with Display mobile app campaigns.",ATTRIBUTE,RESOURCE_NAME,campaign_shared_set.shared_set,N/A
True,False,True,True,Output only. The status of this campaign shared set. Read only.,ATTRIBUTE,ENUM,campaign_shared_set.status,google.ads.googleads.v15.enums.CampaignSharedSetStatusEnum.CampaignSharedSetStatus
False,True,True,False,Projected metrics for a series of budget amounts.,ATTRIBUTE,MESSAGE,campaign_simulation.budget_point_list.points,google.ads.googleads.v15.common.BudgetSimulationPoint
True,False,True,True,Output only. Campaign id of the simulation.,ATTRIBUTE,INT64,campaign_simulation.campaign_id,N/A
False,True,True,False,Projected metrics for a series of CPC bid amounts.,ATTRIBUTE,MESSAGE,campaign_simulation.cpc_bid_point_list.points,google.ads.googleads.v15.common.CpcBidSimulationPoint
True,False,True,True,"Output only. Last day on which the simulation is based, in YYYY-MM-DD format",ATTRIBUTE,DATE,campaign_simulation.end_date,N/A
True,False,True,True,"Output only. The country code of the country where the carrier is located, for example, ""AR"", ""FR"", etc.",ATTRIBUTE,STRING,carrier_constant.country_code,N/A
True,False,True,True,Output only. How the simulation modifies the field.,ATTRIBUTE,ENUM,campaign_simulation.modification_method,google.ads.googleads.v15.enums.SimulationModificationMethodEnum.SimulationModificationMethod
True,False,True,False,Output only. The resource name of the campaign simulation. Campaign simulation resource names have the form: customers/{customer_id}/campaignSimulations/{campaign_id}~{type}~{modification_method}~{start_date}~{end_date},ATTRIBUTE,RESOURCE_NAME,campaign_simulation.resource_name,N/A
True,False,True,True,"Output only. First day on which the simulation is based, in YYYY-MM-DD format.",ATTRIBUTE,DATE,campaign_simulation.start_date,N/A
True,False,True,True,Output only. The ID of the carrier criterion.,ATTRIBUTE,INT64,carrier_constant.id,N/A
True,False,True,True,Output only. The full name of the carrier in English.,ATTRIBUTE,STRING,carrier_constant.name,N/A
True,False,True,False,Output only. The resource name of the carrier criterion. Carrier criterion resource names have the form: carrierConstants/{criterion_id},ATTRIBUTE,RESOURCE_NAME,carrier_constant.resource_name,N/A
False,True,True,False,Projected metrics for a series of target CPA amounts.,ATTRIBUTE,MESSAGE,campaign_simulation.target_cpa_point_list.points,google.ads.googleads.v15.common.TargetCpaSimulationPoint
False,True,True,False,Projected metrics for a specific target impression share value.,ATTRIBUTE,MESSAGE,campaign_simulation.target_impression_share_point_list.points,google.ads.googleads.v15.common.TargetImpressionShareSimulationPoint
False,True,True,False,Projected metrics for a series of target ROAS amounts.,ATTRIBUTE,MESSAGE,campaign_simulation.target_roas_point_list.points,google.ads.googleads.v15.common.TargetRoasSimulationPoint
True,False,True,True,Output only. The field that the simulation modifies.,ATTRIBUTE,ENUM,campaign_simulation.type,google.ads.googleads.v15.enums.SimulationTypeEnum.SimulationType
True,False,True,False,Immutable. The campaign to which the CampaignFeed belongs.,ATTRIBUTE,RESOURCE_NAME,campaign_feed.campaign,N/A
True,False,True,True,Output only. The campaign where the goal is attached.,ATTRIBUTE,RESOURCE_NAME,campaign_lifecycle_goal.campaign,N/A
True,False,True,False,Immutable. The feed to which the CampaignFeed belongs.,ATTRIBUTE,RESOURCE_NAME,campaign_feed.feed,N/A
True,False,True,True,"String representation of the Function. Examples: 1. IDENTITY(true) or IDENTITY(false). All or no feed items served. 2. EQUALS(CONTEXT.DEVICE,""Mobile"") 3. IN(FEED_ITEM_ID,{1000001,1000002,1000003}) 4. CONTAINS_ANY(FeedAttribute[12345678,0],{""Mars cruise"",""Venus cruise""}) 5. AND(IN(FEED_ITEM_ID,{10001,10002}),EQUALS(CONTEXT.DEVICE,""Mobile"")) For more details, visit https://developers.google.com/google-ads/api/docs/extensions/feeds/matching-functions Note that because multiple strings may represent the same underlying function (whitespace and single versus double quotation marks, for example), the value returned may not be identical to the string sent in a mutate request.",ATTRIBUTE,STRING,campaign_feed.matching_function.function_string,N/A
False,True,True,False,The operands on the left hand side of the equation. This is also the operand to be used for single operand expressions such as NOT.,ATTRIBUTE,MESSAGE,campaign_feed.matching_function.left_operands,google.ads.googleads.v15.common.Operand
True,False,True,True,Output only. Customer acquisition optimization mode of this campaign.,ATTRIBUTE,ENUM,campaign_lifecycle_goal.customer_acquisition_goal_settings.optimization_mode,google.ads.googleads.v15.enums.CustomerAcquisitionOptimizationModeEnum.CustomerAcquisitionOptimizationMode
True,False,True,True,"High lifetime value of the lifecycle goal. For example, for customer acquisition goal, high lifetime value is the incremental conversion value for new customers who are of high value. High lifetime value should be greater than value, if set. In current stage, high lifetime value feature is in beta and this field is read-only.",ATTRIBUTE,DOUBLE,campaign_lifecycle_goal.customer_acquisition_goal_settings.value_settings.high_lifetime_value,N/A
True,False,True,True,"Value of the lifecycle goal. For example, for customer acquisition goal, value is the incremental conversion value for new customers who are not of high value.",ATTRIBUTE,DOUBLE,campaign_lifecycle_goal.customer_acquisition_goal_settings.value_settings.value,N/A
True,False,True,False,Immutable. The resource name of the customer lifecycle goal of a campaign. customers/{customer_id}/campaignLifecycleGoal/{campaign_id},ATTRIBUTE,RESOURCE_NAME,campaign_lifecycle_goal.resource_name,N/A
True,False,True,True,Operator for a function.,ATTRIBUTE,ENUM,campaign_feed.matching_function.operator,google.ads.googleads.v15.enums.MatchingFunctionOperatorEnum.MatchingFunctionOperator
False,True,True,False,The operands on the right hand side of the equation.,ATTRIBUTE,MESSAGE,campaign_feed.matching_function.right_operands,google.ads.googleads.v15.common.Operand
True,True,True,False,Indicates which placeholder types the feed may populate under the connected campaign. Required.,ATTRIBUTE,ENUM,campaign_feed.placeholder_types,google.ads.googleads.v15.enums.PlaceholderTypeEnum.PlaceholderType
True,False,True,False,Immutable. The resource name of the campaign feed. Campaign feed resource names have the form: `customers/{customer_id}/campaignFeeds/{campaign_id}~{feed_id},ATTRIBUTE,RESOURCE_NAME,campaign_feed.resource_name,N/A
True,False,True,True,Output only. Status of the campaign feed. This field is read-only.,ATTRIBUTE,ENUM,campaign_feed.status,google.ads.googleads.v15.enums.FeedLinkStatusEnum.FeedLinkStatus
True,False,True,False,Immutable. The resource name of the campaign. The linked extension feed items will serve under this campaign. Campaign resource names have the form: customers/{customer_id}/campaigns/{campaign_id},ATTRIBUTE,RESOURCE_NAME,campaign_extension_setting.campaign,N/A
True,False,True,False,Immutable. The campaign to which the label is attached.,ATTRIBUTE,RESOURCE_NAME,campaign_label.campaign,N/A
True,False,True,True,The device for which the extensions will serve. Optional.,ATTRIBUTE,ENUM,campaign_extension_setting.device,google.ads.googleads.v15.enums.ExtensionSettingDeviceEnum.ExtensionSettingDevice
True,True,True,False,The resource names of the extension feed items to serve under the campaign. ExtensionFeedItem resource names have the form: customers/{customer_id}/extensionFeedItems/{feed_item_id},ATTRIBUTE,RESOURCE_NAME,campaign_extension_setting.extension_feed_items,N/A
True,False,True,True,Immutable. The extension type of the customer extension setting.,ATTRIBUTE,ENUM,campaign_extension_setting.extension_type,google.ads.googleads.v15.enums.ExtensionTypeEnum.ExtensionType
True,False,True,False,Immutable. The label assigned to the campaign.,ATTRIBUTE,RESOURCE_NAME,campaign_label.label,N/A
True,False,True,False,Immutable. Name of the resource. Campaign label resource names have the form: customers/{customer_id}/campaignLabels/{campaign_id}~{label_id},ATTRIBUTE,RESOURCE_NAME,campaign_label.resource_name,N/A
True,False,True,False,Immutable. The resource name of the campaign extension setting. CampaignExtensionSetting resource names have the form: customers/{customer_id}/campaignExtensionSettings/{campaign_id}~{extension_type},ATTRIBUTE,RESOURCE_NAME,campaign_extension_setting.resource_name,N/A
True,False,True,False,Immutable. The campaign to which the customizer attribute is linked.,ATTRIBUTE,RESOURCE_NAME,campaign_customizer.campaign,N/A
True,False,True,False,Required. Immutable. The customizer attribute which is linked to the campaign.,ATTRIBUTE,RESOURCE_NAME,campaign_customizer.customizer_attribute,N/A
True,False,True,False,Immutable. The resource name of the campaign customizer. Campaign customizer resource names have the form: customers/{customer_id}/campaignCustomizers/{campaign_id}~{customizer_attribute_id},ATTRIBUTE,RESOURCE_NAME,campaign_customizer.resource_name,N/A
True,False,True,True,Output only. The status of the campaign customizer.,ATTRIBUTE,ENUM,campaign_customizer.status,google.ads.googleads.v15.enums.CustomizerValueStatusEnum.CustomizerValueStatus
True,False,True,True,Required. Value to insert in creative text. Customizer values of all types are stored as string to make formatting unambiguous.,ATTRIBUTE,STRING,campaign_customizer.value.string_value,N/A
True,False,True,True,Required. The data type for the customizer value. It must match the attribute type. The string_value content must match the constraints associated with the type.,ATTRIBUTE,ENUM,campaign_customizer.value.type,google.ads.googleads.v15.enums.CustomizerAttributeTypeEnum.CustomizerAttributeType
True,False,True,True,Day of the week the schedule applies to. This field is required for CREATE operations and is prohibited on UPDATE operations.,ATTRIBUTE,ENUM,campaign_criterion.ad_schedule.day_of_week,google.ads.googleads.v15.enums.DayOfWeekEnum.DayOfWeek
True,False,True,True,"Ending hour in 24 hour time; 24 signifies end of the day. This field must be between 0 and 24, inclusive. This field is required for CREATE operations and is prohibited on UPDATE operations.",ATTRIBUTE,INT32,campaign_criterion.ad_schedule.end_hour,N/A
False,False,True,False,Minutes after the end hour at which this schedule ends. The schedule is exclusive of the end minute. This field is required for CREATE operations and is prohibited on UPDATE operations.,ATTRIBUTE,ENUM,campaign_criterion.ad_schedule.end_minute,google.ads.googleads.v15.enums.MinuteOfHourEnum.MinuteOfHour
True,False,True,True,"Starting hour in 24 hour time. This field must be between 0 and 23, inclusive. This field is required for CREATE operations and is prohibited on UPDATE operations.",ATTRIBUTE,INT32,campaign_criterion.ad_schedule.start_hour,N/A
False,False,True,False,Minutes after the start hour at which this schedule starts. This field is required for CREATE operations and is prohibited on UPDATE operations.,ATTRIBUTE,ENUM,campaign_criterion.ad_schedule.start_minute,google.ads.googleads.v15.enums.MinuteOfHourEnum.MinuteOfHour
